Unnamed: 0,Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
1403975,8195c7b1-d15f-4078-8121-ce1275b2e8d3,0e01f21f-1dc8-4729-8e57-5ea326b5aa48,51.93,2024-03-08 20:06:55,PayPal,home & garden,5,31,Roberthaven,desktop,170.166.99.102,"318 Nelson Circle
Scottton, MA 92857","318 Nelson Circle
Scottton, MA 92857",0,361,20
1109056,80898322-a344-4d78-adc5-e557d0bac12e,b037e238-3109-4564-874f-bb608c4764b4,19.27,2024-03-07 07:07:07,credit card,health & beauty,5,31,Port Marissaview,mobile,164.105.127.104,"71251 Miller Cliff Suite 405
North Michellefurt, AS 90552","71251 Miller Cliff Suite 405
North Michellefurt, AS 90552",1,6,7
1322978,b86e2b98-5603-4dd3-b8d7-cc980477bea1,021c83dc-40da-4222-809c-b1f07f708818,226.99,2024-01-29 14:30:18,credit card,health & beauty,1,49,Muellerland,desktop,146.204.60.24,"4365 Valerie Street Suite 229
Kristenville, PR 66145","4365 Valerie Street Suite 229
Kristenville, PR 66145",0,231,14
378253,106f2d52-2c40-4e27-8986-925874584ec0,fd1d19e5-0107-4afc-b618-567302a03fda,177.54,2024-02-14 08:38:08,debit card,home & garden,3,34,Rebeccashire,desktop,3.101.117.111,"6917 Reynolds Passage Suite 259
North Rachaelshire, CO 41936","6917 Reynolds Passage Suite 259
North Rachaelshire, CO 41936",0,191,8
713858,547db790-e30d-452d-be48-d7278c4e60ee,03b07aff-5b2a-47b9-b037-655a41bc7567,30.7,2024-03-12 05:15:53,PayPal,health & beauty,2,39,East Nicholas,tablet,198.21.120.162,"2660 Andrew Garden
Pearsontown, CT 58579","2660 Andrew Garden
Pearsontown, CT 58579",0,148,5
307027,ef6a8006-c488-4118-9a1a-0b3a2c680d20,7aed51d9-d3e9-4c98-9c5a-253962811a7d,271.08,2024-03-13 10:29:27,bank transfer,home & garden,5,28,Simpsonmouth,desktop,9.24.179.244,"40646 Woodward Bypass Suite 957
Weissberg, NE 64644","40646 Woodward Bypass Suite 957
Weissberg, NE 64644",0,122,10
873648,fe0c3467-56e6-422f-8e37-c42e4ef7314f,d376e8c7-fb80-4bdb-ba10-4e21a163e603,703.7,2024-04-02 16:34:27,credit card,electronics,5,28,East Nicolestad,mobile,88.230.173.148,"289 Hobbs Groves
New Rebeccaton, AZ 35596","289 Hobbs Groves
New Rebeccaton, AZ 35596",1,79,16
1267647,582e36e1-a787-470d-89f0-d841be325c3f,c6eb3321-bd6d-49da-9b04-b3ecd8c9f02f,20.46,2024-01-15 15:21:27,bank transfer,toys & games,2,44,Vancemouth,mobile,198.209.90.48,"70093 Wade Mills
Lake Kennethton, VA 32162","70093 Wade Mills
Lake Kennethton, VA 32162",0,340,15
1401454,e0bbfcee-5965-4a88-86ba-8a08184d92a5,bf83f0a8-af87-4860-b5b3-d650d757e4c7,47.45,2024-02-06 01:46:43,debit card,health & beauty,1,16,Ryanstad,desktop,179.10.221.90,"850 Cortez Cliff
New Emily, NE 02327","850 Cortez Cliff
New Emily, NE 02327",0,50,1
104273,73516f3c-7162-4800-b907-976e7e28c32d,7200f744-912c-43b5-8ebe-2808920cfac3,481.05,2024-02-14 09:04:09,bank transfer,electronics,3,46,Bonnieville,desktop,48.110.89.213,"500 Nathaniel Lodge
Brightfort, MA 41298","500 Nathaniel Lodge
Brightfort, MA 41298",1,26,9
1149969,a1f18b1d-5914-4ecc-a903-ebfb7de430c4,9d65d816-625d-4551-9f72-befab62f2b56,12.54,2024-02-18 18:55:24,debit card,electronics,2,29,Port Elizabeth,desktop,145.104.223.46,"823 Little Drives Suite 291
West Angela, CA 51985","823 Little Drives Suite 291
West Angela, CA 51985",1,23,2
17897,3a6361b1-e3e5-49a7-9ea5-3e9ce9968ff9,93992bc0-6085-421c-9f70-62ebabe30421,397.55,2024-03-30 18:57:05,debit card,clothing,1,54,West Sandra,mobile,209.62.17.99,"5545 Sarah Roads
West Douglas, AR 64377","5545 Sarah Roads
West Douglas, AR 64377",1,204,18
152207,da094c34-1141-4c72-a1b8-33fce194fe2a,bb613ff3-3ede-4eb3-832f-5ab19ac9d1d7,116.27,2024-01-03 18:28:11,credit card,electronics,1,44,Sharonfort,desktop,219.22.216.66,"PSC 0325, Box 2360
APO AE 19772","PSC 0325, Box 2360
APO AE 19772",1,13,0
589498,8eb2dda1-863e-4a71-92a2-13ef6a083cea,2b262753-b969-41b7-ba70-dcac55718c11,391.14,2024-01-02 19:54:32,bank transfer,electronics,1,28,Denisefort,desktop,37.150.255.171,"677 Owens Groves
Jacquelineburgh, NE 97337","677 Owens Groves
Jacquelineburgh, NE 97337",1,25,2
625392,916023ae-e9a3-430f-95bf-e839b01e9d46,8c2edcb2-9beb-44aa-990f-a7601a861861,1887.2,2024-03-15 17:53:01,debit card,clothing,2,33,Bradleyhaven,mobile,90.150.136.207,"11508 Joseph Harbor
Jeffersonberg, MH 90629","11508 Joseph Harbor
Jeffersonberg, MH 90629",1,97,1
1334627,3e8486aa-b084-4593-b712-fbce158e6d97,cbf59d95-f52d-4c96-8035-efd99515214b,282.86,2024-01-30 13:06:09,PayPal,clothing,5,39,Port Teresa,mobile,85.27.150.225,"0229 Collins Field
Melissaland, WA 98771","0229 Collins Field
Melissaland, WA 98771",1,14,13
1252895,11538455-fc99-4d61-9f94-c6ac847a2377,4fb3f9ab-512c-43a0-bae8-a65412304234,212.3,2024-02-15 21:43:29,credit card,clothing,2,47,Desireeborough,mobile,180.78.218.208,"1786 Brooke Mountain
North Kaitlynport, MP 30603","83654 Evans Summit Apt. 369
New Randyton, IA 91962",1,67,21
230850,f17b85e1-5289-4f22-9aa4-b83203ecb043,03321f22-8bdc-4603-824d-8f1867ef1fa7,185.67,2024-03-09 06:54:13,PayPal,toys & games,2,26,Wardville,mobile,131.151.32.92,"8475 Gonzalez Road Apt. 408
Bentonberg, SC 03493","8475 Gonzalez Road Apt. 408
Bentonberg, SC 03493",0,264,6
1038654,5c7eeedd-d3ed-4b62-99f0-9076d09ee9c2,f38a6220-09ed-4d73-ae5b-43cdccecf95d,84.93,2024-01-10 13:29:18,debit card,health & beauty,1,32,Jonesview,tablet,21.31.22.131,"PSC 7163, Box 2172
APO AP 43412","PSC 7163, Box 2172
APO AP 43412",0,297,13
990848,7ce87c90-c6ad-4864-af65-70125db5ce42,3dc910a0-5edb-484f-a12e-4f2a098878aa,28.15,2024-03-12 20:27:13,bank transfer,electronics,5,35,North Johnton,mobile,57.27.1.35,"69853 Torres Valleys
Romeroborough, NE 33197","69853 Torres Valleys
Romeroborough, NE 33197",0,329,20
147842,5604698a-b153-4b62-80ff-7376e50544be,e70e1429-9dde-4dad-9f70-d4d1c323d40a,88.91,2024-02-11 20:30:13,credit card,toys & games,2,38,Lake Christina,desktop,158.108.222.233,"063 Eric Streets Apt. 775
Lake Monique, WA 84514","96977 Coleman Cliff
New Matthew, AL 66868",1,7,5
139711,382167dd-6c6c-4a8e-9c5d-3893e57ea698,34acd991-b1ca-4cbe-88fe-208a30ee8ee7,1770.75,2024-03-04 09:06:10,bank transfer,home & garden,5,31,Hannahport,tablet,16.160.200.177,"379 Ingram Green
East Roger, WV 95815","379 Ingram Green
East Roger, WV 95815",1,283,9
1042308,7cacbc26-f8f3-4ef8-be6c-1352fe2aabc4,eba0b14f-c3fd-44d6-9ff1-14da57d43f7a,415.42,2024-03-06 17:36:22,PayPal,toys & games,1,26,East Dominique,tablet,202.15.117.251,"091 Scott Parks Suite 640
Sandovalmouth, NH 18284","091 Scott Parks Suite 640
Sandovalmouth, NH 18284",0,99,17
398248,af487fab-0589-4056-9b0f-0d09087a345c,63f26191-7756-4929-bd92-e4e032d7881a,17.8,2024-03-05 12:04:19,PayPal,toys & games,4,33,Keithside,mobile,93.147.255.64,"9537 House Highway
West Darrenchester, WY 31487","9537 House Highway
West Darrenchester, WY 31487",1,24,5
1442536,45f8dd2d-c940-402a-983d-6ba63c405820,0a827a1a-4569-4337-8b28-91ec4dce3c73,156.44,2024-01-06 06:04:10,bank transfer,home & garden,1,37,Beanton,tablet,71.238.20.126,"083 James Mall Suite 211
New Edward, PR 03325","083 James Mall Suite 211
New Edward, PR 03325",1,83,6
1304252,875bd92a-0c34-423d-8da5-9e4f6d06c9b1,606baac8-09dc-4e6a-b9e7-0f47ffcb10e6,1250.6999999999998,2024-01-25 16:36:07,credit card,home & garden,1,29,Charleschester,desktop,99.166.67.76,"97939 Bates Park Suite 075
Mendezland, TN 61710","97939 Bates Park Suite 075
Mendezland, TN 61710",1,320,16
30638,6d45a0b2-7fbd-41d0-8018-cf965e0b8585,afc30de7-20e6-42b6-9ef8-21a7bfeca938,313.67,2024-03-11 00:32:03,credit card,home & garden,5,26,Port Robertborough,mobile,189.221.90.202,"08822 Stanley Shoal Suite 370
Jenniferton, WY 11492","08822 Stanley Shoal Suite 370
Jenniferton, WY 11492",0,298,0
890236,cfa79ba0-d704-4cac-b3d6-d12e5b25832d,250f52c2-53a9-4d7b-aee3-d4c1abdd3ed8,438.88,2024-01-15 17:16:33,debit card,home & garden,1,13,Hallberg,mobile,154.121.162.50,"84390 Robert Drives
Kristifort, GU 70234","84390 Robert Drives
Kristifort, GU 70234",1,25,17
191446,dba67bcf-e477-45ba-a6b6-af4f3aad445e,5b302b51-6009-453b-a1cb-9b49f99fa393,278.4,2024-02-21 23:46:35,bank transfer,toys & games,4,28,New Brandiville,mobile,47.41.90.34,"USCGC Andrews
FPO AE 70708","USCGC Andrews
FPO AE 70708",0,171,23
884935,bc3d1640-a5ef-4b1f-9b8f-a63293116713,30758146-719a-4927-b35d-d6e5371b7c64,315.51,2024-01-04 12:40:32,credit card,home & garden,5,37,West Kevin,desktop,158.0.161.90,"7673 Kelly Court
Cannonport, FL 60947","7673 Kelly Court
Cannonport, FL 60947",1,6,12
896751,355915a9-0d43-4054-a9d5-9c44a2b945f8,1c4d1147-3684-47d2-9b1b-cbba0a0c725f,702.8,2024-03-28 22:56:15,bank transfer,home & garden,2,41,New Charles,tablet,218.129.28.27,"6140 Thompson Mission Apt. 020
Jenniferborough, TX 28230","6140 Thompson Mission Apt. 020
Jenniferborough, TX 28230",1,361,22
554716,7705a2d0-e3bb-416c-82d1-41bb764d3b26,acf16087-c233-4a90-a7fa-7000510e37d6,217.85,2024-02-16 13:00:17,PayPal,toys & games,2,43,Lutzview,desktop,32.36.97.202,"7340 Cynthia Flat
Woodland, WY 09046","7340 Cynthia Flat
Woodland, WY 09046",1,365,13
855682,dd4977b2-496b-4d57-bfd7-5ab207ab22aa,6c577170-8f06-4fec-ad35-9d2db03e0401,90.11,2024-03-11 03:57:31,PayPal,health & beauty,5,26,New Kaylamouth,tablet,99.4.49.216,"474 Armstrong Turnpike Suite 918
Richardsonmouth, NE 20233","474 Armstrong Turnpike Suite 918
Richardsonmouth, NE 20233",1,27,3
173853,7d8d97f8-704e-4ebe-9f95-98fd8af07f5c,7fa7698b-6378-4c91-8dba-d0fae8093ac1,61.76,2024-03-11 12:05:15,PayPal,clothing,2,26,Mariastad,desktop,136.166.222.164,"59678 Michele Land Apt. 164
Rosalesborough, NV 08052","59678 Michele Land Apt. 164
Rosalesborough, NV 08052",0,246,12
138646,bbf43a74-6393-4a6d-acee-f4b3f82162f7,91e714d3-9ca1-4eca-80a3-1dd2ea0ca5c6,257.8,2024-02-21 04:19:26,PayPal,health & beauty,1,30,Lake Joemouth,mobile,143.151.34.226,"Unit 9469 Box 6672
DPO AE 54478","Unit 9469 Box 6672
DPO AE 54478",1,143,4
1129105,ba13b2d1-4d07-4d75-a09b-56db03e075ef,6372342b-ce1b-468a-a6a7-a7097be0257f,210.76,2024-02-19 04:21:23,PayPal,clothing,3,30,Carpenterfurt,desktop,124.144.145.191,"2492 Frost Wall Apt. 124
Lake Melanie, NC 41094","2492 Frost Wall Apt. 124
Lake Melanie, NC 41094",1,259,4
127330,1bb7ddac-d760-4769-8b78-bb2824023fa3,d8908523-aa9a-4c7c-bd73-035ff1f66f87,78.18,2024-02-15 01:37:48,PayPal,clothing,4,31,New Juliemouth,desktop,148.80.179.190,"8481 Williams Trafficway
Jayport, WI 27404","8481 Williams Trafficway
Jayport, WI 27404",0,261,1
262403,ec9da89b-91b9-4441-9785-052804e5fe3d,185b88b3-cfc2-443a-8b36-8a8f11e5ec86,387.0,2024-03-26 08:45:28,credit card,home & garden,5,37,Port Andreabury,desktop,87.109.44.230,"70908 Tyler Tunnel Suite 023
Parkerchester, RI 04442","70908 Tyler Tunnel Suite 023
Parkerchester, RI 04442",0,113,8
174718,6d1dfa60-dd37-4884-87fb-3770e1bd7270,430fa1f9-4890-48b8-9ad3-cf05d64d21ce,64.29,2024-02-08 05:49:27,debit card,home & garden,5,37,East Malloryville,desktop,93.199.62.207,"PSC 5516, Box 2163
APO AA 09947","PSC 5516, Box 2163
APO AA 09947",1,319,3
815284,b80889a1-72de-4333-9828-d46d166a4285,3d64105a-5edc-47f1-ac10-151cc5d842bb,387.11,2024-03-02 09:27:49,credit card,electronics,1,52,New Dianeton,tablet,65.52.153.231,"275 Tina Garden
Brownton, SC 44764","275 Tina Garden
Brownton, SC 44764",0,45,9
1078529,f3851697-bc78-44ff-ae7f-e6d28ee8e562,a3734074-0d5c-41e3-baf4-f880b3f6dc7d,1544.7,2024-03-12 03:56:55,debit card,clothing,2,29,Christopherfurt,mobile,34.231.70.106,"8995 Browning Roads
Michaelchester, AZ 58937","8995 Browning Roads
Michaelchester, AZ 58937",1,30,3
269775,374fa2b7-0586-4854-a06a-2b11893eedfa,10057d2e-d45b-42fb-9ca6-0685e3f0a991,529.04,2024-02-01 05:11:31,credit card,toys & games,1,31,West Donnamouth,tablet,137.84.141.16,"68963 Robert Plains
Perezstad, NC 32705","68963 Robert Plains
Perezstad, NC 32705",0,36,5
455527,b0298187-3bf2-4178-91ed-ff618903260c,ddcd39dc-8f02-4e83-9219-3e98fb07f273,554.87,2024-02-09 17:07:30,PayPal,toys & games,4,19,Yangville,mobile,56.128.63.16,"06347 Autumn Forks
Alexiston, FL 15583","06347 Autumn Forks
Alexiston, FL 15583",1,11,17
49215,4dfdec3c-c302-43a3-afb9-92e460e6746d,d20e9b01-77ef-443f-a972-c905339c3b54,1134.95,2024-03-15 06:04:26,credit card,home & garden,1,33,North Jenniferview,tablet,183.103.28.242,"69557 David Inlet
Romeroport, KY 90111","69557 David Inlet
Romeroport, KY 90111",1,11,6
1274534,c8fafd7a-52e2-4635-9dcb-a373c2d37990,b8bb0849-1876-45b6-87ec-3a104f2919f9,623.25,2024-02-23 10:48:22,debit card,clothing,4,41,Cookland,desktop,41.42.132.204,"6234 Dennis Throughway
North Wendy, GA 54130","6234 Dennis Throughway
North Wendy, GA 54130",1,63,10
406226,d457042b-0570-4a30-8835-451827535b7e,be1dc8e6-2004-4612-8a23-3bc3d120835a,65.94,2024-02-04 05:33:09,credit card,clothing,4,34,Jessicaburgh,desktop,144.176.176.209,"33955 Smith Crossing
Lake Michael, CO 16434","33955 Smith Crossing
Lake Michael, CO 16434",1,97,3
770565,78c66394-128b-43ef-8966-1529588349ff,46ab334f-defc-427f-b7cf-08db4c41a35d,435.83,2024-02-01 00:12:10,bank transfer,home & garden,4,26,West Matthew,desktop,109.193.129.47,"55904 Davis Lock Suite 983
Debbiemouth, AS 45759","0037 Larson Hollow Apt. 674
North Kristenfort, NY 88612",0,40,0
1080033,d01197ea-4241-45ed-bca8-e901c9ab0b05,39a04863-08cd-4408-9801-74c8916d92af,705.55,2024-03-02 12:20:43,credit card,clothing,1,25,Brendaport,mobile,73.32.140.142,"471 Jason Viaduct
Trujilloton, WI 18346","471 Jason Viaduct
Trujilloton, WI 18346",1,336,5
1059149,2fe53af6-0cbf-4fdf-b6fe-b2b7b045fc15,fab6ed40-beaa-4a35-bc29-7809e2360853,217.42,2024-03-21 01:49:34,PayPal,health & beauty,4,25,Christineshire,desktop,157.126.153.229,"99031 Eric Dam Suite 182
South Savannah, KY 59637","99031 Eric Dam Suite 182
South Savannah, KY 59637",1,20,1
1327779,eca00ee4-0d9c-49ab-9728-81e589c2279c,f55d06c3-7964-4b88-97ab-ad449e678b51,284.87,2024-03-20 17:29:18,credit card,toys & games,4,33,Nicholsontown,tablet,64.209.113.182,"326 Sherri Turnpike Apt. 918
Brookeland, CT 96582","326 Sherri Turnpike Apt. 918
Brookeland, CT 96582",0,321,17
1001148,a6c87a44-198b-477a-b4e6-24b177a7b98f,48d4e6cf-427e-44e4-a517-5c00bb443e1e,145.23,2024-03-07 22:02:34,credit card,toys & games,4,32,South Amandaport,desktop,187.17.202.42,"902 Todd Plaza Suite 538
Perryberg, IN 16593","902 Todd Plaza Suite 538
Perryberg, IN 16593",1,26,0
1191804,99cf01f4-9d67-4bcc-b5ed-5d75d075672e,0b7619fb-aafb-412c-9af5-5a7bb959c089,1103.5,2024-03-17 17:37:52,debit card,electronics,4,42,South Laurieville,mobile,2.57.120.24,"5476 Suarez Lodge Apt. 436
North Thomas, MT 29006","5476 Suarez Lodge Apt. 436
North Thomas, MT 29006",1,23,17
85638,0e29c5ee-af1b-4d7a-938f-a4d99860b752,0150ceba-33d7-459c-8454-90bc4f8fd050,392.13,2024-02-29 17:21:02,PayPal,toys & games,1,41,East Nicholasburgh,mobile,104.65.251.184,"099 Welch Ranch Apt. 199
Reevesshire, NC 30877","099 Welch Ranch Apt. 199
Reevesshire, NC 30877",1,294,1
677856,0bb2908b-a217-42cf-8c29-767562dbc55b,45ec6e0e-b21c-4396-bdd4-830e8b5bf63c,1451.35,2024-03-23 09:58:18,PayPal,electronics,2,49,Lake Nicholasside,mobile,117.244.111.41,"Unit 2282 Box 8008
DPO AP 09243","Unit 2282 Box 8008
DPO AP 09243",1,6,9
500384,ac35e335-010a-47c8-8542-ed8dc2950122,06aa9f22-8407-411a-b703-7a0cfda0c142,1045.16,2024-03-26 10:54:15,credit card,home & garden,4,39,New Robert,tablet,38.95.61.142,"Unit 4405 Box 7079
DPO AP 49325","Unit 4405 Box 7079
DPO AP 49325",0,173,10
1432792,acd93e0c-74d4-4f4b-ba27-7db5d2167b97,50313925-5ea2-406a-8f13-4b02846c0ea9,20.73,2024-02-25 03:04:44,credit card,electronics,2,27,North Samantha,desktop,138.187.242.190,"5656 Barber Mission
Hoganbury, VA 30357","5656 Barber Mission
Hoganbury, VA 30357",0,7,3
384458,abb80c7e-6470-4447-bebb-6fc46e0f964d,10d35b95-c86c-4f07-a320-2467fe98b54d,159.79,2024-03-01 10:16:42,PayPal,clothing,3,19,West Bryanfort,desktop,175.205.176.159,"7567 Young Station Suite 445
Lake Tiffanyton, WY 21759","7567 Young Station Suite 445
Lake Tiffanyton, WY 21759",0,14,10
136433,251dcb0a-01ad-41c6-ac47-713876b6973b,68b8e8b1-fc08-4a08-9e85-942b5f217ea0,39.7,2024-03-06 06:37:19,credit card,home & garden,2,40,Kathleenport,desktop,39.211.253.229,"0016 Garcia Tunnel Suite 715
Lake Tammy, FL 71235","0016 Garcia Tunnel Suite 715
Lake Tammy, FL 71235",0,133,6
704532,20b6713d-ee42-47d7-bdb0-c2649a6b3e5a,20b9ffbb-3412-4796-b7a8-242b39a967fd,1888.8,2024-04-02 20:35:48,PayPal,home & garden,2,31,Lake Christopher,tablet,136.138.212.204,"9800 Barker Junction Suite 103
South Danieltown, DE 35889","9800 Barker Junction Suite 103
South Danieltown, DE 35889",1,2,1
708375,e6ad0486-b153-4de8-802c-1d3badc7c713,44ee3514-1abd-458e-a57e-0e4cdd26bd12,303.15,2024-02-17 00:26:06,debit card,electronics,2,34,Port Kaylaberg,tablet,15.57.161.95,"319 Jason Summit Suite 713
Taylormouth, NV 09544","783 Gross Ville
New Josephberg, AS 05188",1,3,0
1313455,3c1a7479-208a-4f95-9043-7ad73396a298,d5108091-e39b-4e09-a236-7f64310c4834,170.17,2024-02-11 06:35:42,bank transfer,toys & games,1,60,Aguilarbury,mobile,202.89.242.194,"1045 Michael Lock Apt. 430
Mccartyview, CO 32426","1045 Michael Lock Apt. 430
Mccartyview, CO 32426",1,16,6
1161027,4dd57bfd-2f8a-47c2-9bbb-aa5b3d7fce6f,0891ecaa-c04c-4065-9f04-be3725317482,175.35,2024-03-13 07:36:22,credit card,electronics,5,31,Andrewberg,desktop,138.255.40.74,"057 Lynch Prairie Suite 578
Kimfurt, UT 80038","057 Lynch Prairie Suite 578
Kimfurt, UT 80038",1,108,7
284170,bd9fbe42-b921-47b0-a165-982e340b44cb,2ae5a5f2-4847-4f85-a3b1-ec8b49cc8e85,1157.25,2024-01-29 22:30:22,credit card,toys & games,4,33,East Melissaton,mobile,27.221.27.188,"07998 Laura Manors
Port Lauren, WV 27350","07998 Laura Manors
Port Lauren, WV 27350",1,71,22
546,34694e83-8be0-4296-9fb3-ec1d00ab3d7d,ab0131f1-a155-427a-8ea6-027fb919eca7,175.15,2024-03-20 02:35:50,PayPal,clothing,1,45,Josephfurt,mobile,180.196.182.241,"081 Amanda Pines Suite 440
Annshire, HI 29458","081 Amanda Pines Suite 440
Annshire, HI 29458",0,245,2
152214,b9f5bdde-80b3-4a74-8405-48fbcb35497a,4df2ac1a-28a7-4143-adee-3ab31d00a4b5,54.67,2024-02-12 04:21:58,bank transfer,clothing,1,16,East Susanmouth,mobile,163.252.238.50,"92263 Barnes Row
Port Audrey, ME 26612","92263 Barnes Row
Port Audrey, ME 26612",1,352,4
482000,905930bf-8718-4768-a80d-a72608e7a33f,fd8c57d3-496d-46ea-bf8a-442daf7d6355,27.91,2024-02-24 08:20:10,bank transfer,toys & games,5,40,Jacksonfort,desktop,73.224.133.96,"4549 Nina Ford Suite 052
Michaelburgh, AR 10330","4549 Nina Ford Suite 052
Michaelburgh, AR 10330",1,7,0
718810,9f6e0f75-5f52-47ad-a2b6-cd9fe6ac54f1,fb0c074a-f57e-4ba8-a7e0-b14b80ff01aa,44.47,2024-02-14 09:12:55,debit card,toys & games,5,27,New Zacharytown,mobile,170.121.83.160,"2289 Ingram Mount
East Jasmine, OR 70185","2289 Ingram Mount
East Jasmine, OR 70185",0,186,9
1284710,0a25a86f-7f2c-43f3-9aa8-ff49504f3e5d,eece4760-a2aa-4379-bdde-fab1c56d65ce,138.11,2024-01-04 15:19:35,PayPal,clothing,2,36,Cohentown,mobile,182.44.246.94,"89926 Joel Shoal Suite 208
Foxstad, NV 32536","89926 Joel Shoal Suite 208
Foxstad, NV 32536",1,255,3
852468,fbdf02a7-d707-4357-ab5c-834c45f67323,6a9fb5c6-bc33-44f4-95e7-0d5c43f2bd45,104.2,2024-02-03 17:41:01,bank transfer,toys & games,1,13,Thomasland,mobile,118.101.163.98,"93807 Garrett Trafficway Suite 260
New Tara, NM 12428","354 Moreno Shores
Lake Colleenfurt, IA 76232",1,9,4
289873,3eb6247c-0131-4fe3-813e-e457bd327279,04cc4106-8033-4d8e-8936-9c1d0364fdfc,981.2,2024-01-08 09:20:33,PayPal,electronics,4,52,Lake Jamesmouth,mobile,40.170.255.98,"4965 Katelyn Path
South Raymond, KS 44126","4965 Katelyn Path
South Raymond, KS 44126",1,59,3
1286599,83a26b93-5f71-4c46-9c47-18f2179e2fb9,75e1a4bc-6b0b-444c-9c2c-5a019bb31969,59.75,2024-03-06 23:51:52,debit card,health & beauty,1,36,Feliciafort,mobile,2.190.212.183,"31267 Smith Junction Suite 697
Tonibury, OR 17169","31267 Smith Junction Suite 697
Tonibury, OR 17169",0,263,23
327483,7bc68391-1a42-4bb7-9c67-ae85277b4dfc,07d2c0cb-10a3-4710-ae8a-48c696241458,216.4,2024-01-18 00:27:21,bank transfer,toys & games,4,29,Raymondshire,tablet,70.82.63.129,"Unit 9855 Box 9018
DPO AA 01146","Unit 9855 Box 9018
DPO AA 01146",1,280,0
1470789,166b3eab-98f2-4001-a0cc-6594300a08d5,d3bd350c-05da-4d7d-9a80-7486df41c97f,45.3,2024-03-21 01:13:21,debit card,clothing,5,43,Lake Coryburgh,tablet,87.105.36.49,"9976 Quinn Terrace Apt. 982
New Lance, DC 31068","9976 Quinn Terrace Apt. 982
New Lance, DC 31068",1,4,1
